statistic_label,year,county,unit,value,region
Index of Disposable Income per Person (excluding Rent),2001,Laois/Offaly,State=100,88.4443715533189,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Roscommon/Longford,State=100,91.6098804603774,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Sligo/Leitrim,State=100,92.8747023878038,Northern & Western
Index of Disposable Income per Person (excluding Rent),2001,Tipperary,State=100,100.144102432683,Southern
Index of Disposable Income per Person (excluding Rent),2001,Waterford,State=100,102.173099409142,Southern
Index of Disposable Income per Person (excluding Rent),2001,Westmeath,State=100,99.9305995598489,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2001,Wexford,State=100,107.247167658189,Southern
Index of Disposable Income per Person (excluding Rent),2001,Wicklow,State=100,98.6822444167213,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Kilkenny/Carlow,State=100,109.521596691538,Southern
Index of Disposable Income per Person (excluding Rent),2002,Cavan/Monaghan,State=100,100.548111466801,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Clare,State=100,94.9226354320212,Southern
Index of Disposable Income per Person (excluding Rent),2002,Cork,State=100,108.377706073163,Southern
Index of Disposable Income per Person (excluding Rent),2002,Donegal,State=100,82.1828035756511,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Dublin,State=100,101.360629627308,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Galway,State=100,100.569029706358,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Kerry,State=100,94.0273352275972,Southern
Index of Disposable Income per Person (excluding Rent),2002,Kildare,State=100,101.951960844491,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Kilkenny/Carlow,State=100,101.317976206782,Southern
Index of Disposable Income per Person (excluding Rent),2002,Laois/Offaly,State=100,94.0324227931364,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Sligo/Leitrim,State=100,100.063773558157,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Limerick,State=100,99.3681269857502,Southern
Index of Disposable Income per Person (excluding Rent),2002,Roscommon/Longford,State=100,94.4783028546713,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Louth,State=100,93.6176648097022,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Mayo,State=100,88.7799531158969,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Meath,State=100,103.840748049062,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Cavan/Monaghan,State=100,92.4824299717831,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Laois/Offaly,State=100,88.2413550693589,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Roscommon/Longford,State=100,90.9362392933315,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Sligo/Leitrim,State=100,92.7319089268033,Northern & Western
Index of Disposable Income per Person (excluding Rent),2002,Tipperary,State=100,102.155939374193,Southern
Index of Disposable Income per Person (excluding Rent),2002,Waterford,State=100,105.941016786623,Southern
Index of Disposable Income per Person (excluding Rent),2002,Westmeath,State=100,97.219766753476,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2002,Wexford,State=100,106.475115758347,Southern
Index of Disposable Income per Person (excluding Rent),2002,Wicklow,State=100,101.292223967751,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Kilkenny/Carlow,State=100,109.336140354213,Southern
Index of Disposable Income per Person (excluding Rent),2003,Cavan/Monaghan,State=100,98.703485524269,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Clare,State=100,95.9639772320286,Southern
Index of Disposable Income per Person (excluding Rent),2003,Cork,State=100,109.129098897698,Southern
Index of Disposable Income per Person (excluding Rent),2003,Donegal,State=100,81.0943839434635,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Dublin,State=100,101.967215744615,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Galway,State=100,99.9434581669036,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Kerry,State=100,94.8013430569927,Southern
Index of Disposable Income per Person (excluding Rent),2003,Kildare,State=100,100.755379497136,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Kilkenny/Carlow,State=100,101.181871195049,Southern
Index of Disposable Income per Person (excluding Rent),2003,Laois/Offaly,State=100,93.3132345565372,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Sligo/Leitrim,State=100,97.9600929367416,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Limerick,State=100,100.552417930882,Southern
Index of Disposable Income per Person (excluding Rent),2003,Roscommon/Longford,State=100,93.340891971916,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Louth,State=100,93.4807016676209,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Mayo,State=100,87.3781756643558,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Meath,State=100,103.255316705194,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Cavan/Monaghan,State=100,90.3283995323872,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Laois/Offaly,State=100,87.4513340145147,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Roscommon/Longford,State=100,89.9901735641509,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Sligo/Leitrim,State=100,91.1662193113637,Northern & Western
Index of Disposable Income per Person (excluding Rent),2003,Tipperary,State=100,103.567475557905,Southern
Index of Disposable Income per Person (excluding Rent),2003,Waterford,State=100,105.330039337046,Southern
Index of Disposable Income per Person (excluding Rent),2003,Westmeath,State=100,96.5450714505088,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2003,Wexford,State=100,106.271007061441,Southern
Index of Disposable Income per Person (excluding Rent),2003,Wicklow,State=100,100.047778402308,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Kilkenny/Carlow,State=100,111.329634919662,Southern
Index of Disposable Income per Person (excluding Rent),2004,Cavan/Monaghan,State=100,96.6187011946248,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Clare,State=100,95.7650223283766,Southern
Index of Disposable Income per Person (excluding Rent),2004,Cork,State=100,109.807363697066,Southern
Index of Disposable Income per Person (excluding Rent),2004,Donegal,State=100,79.6522482929206,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Dublin,State=100,102.297322400435,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Galway,State=100,98.6318274942257,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Kerry,State=100,96.2322485362596,Southern
Index of Disposable Income per Person (excluding Rent),2004,Kildare,State=100,99.6412884205229,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Kilkenny/Carlow,State=100,103.98033076323,Southern
Index of Disposable Income per Person (excluding Rent),2004,Laois/Offaly,State=100,93.2821074846456,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Sligo/Leitrim,State=100,95.2430667463421,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Limerick,State=100,99.486522583945,Southern
Index of Disposable Income per Person (excluding Rent),2004,Roscommon/Longford,State=100,93.4306745009512,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Louth,State=100,93.1926196799421,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Mayo,State=100,89.0460049921999,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Meath,State=100,102.148402608007,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Cavan/Monaghan,State=100,87.91815083183,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Laois/Offaly,State=100,87.2108055910592,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Roscommon/Longford,State=100,88.660227850852,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Sligo/Leitrim,State=100,88.8372523315158,Northern & Western
Index of Disposable Income per Person (excluding Rent),2004,Tipperary,State=100,103.27118783212,Southern
Index of Disposable Income per Person (excluding Rent),2004,Waterford,State=100,107.339155364525,Southern
Index of Disposable Income per Person (excluding Rent),2004,Westmeath,State=100,95.6896201447598,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2004,Wexford,State=100,109.600205163648,Southern
Index of Disposable Income per Person (excluding Rent),2004,Wicklow,State=100,98.9421759720884,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Kilkenny/Carlow,State=100,111.744284431304,Southern
Index of Disposable Income per Person (excluding Rent),2005,Cavan/Monaghan,State=100,94.1167245749986,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Clare,State=100,96.5736774116301,Southern
Index of Disposable Income per Person (excluding Rent),2005,Cork,State=100,109.203812749181,Southern
Index of Disposable Income per Person (excluding Rent),2005,Donegal,State=100,78.8445812823536,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Dublin,State=100,103.455424669522,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Galway,State=100,95.9885671329428,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Kerry,State=100,96.7290954332515,Southern
Index of Disposable Income per Person (excluding Rent),2005,Kildare,State=100,99.1868568489003,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Kilkenny/Carlow,State=100,104.063109344452,Southern
Index of Disposable Income per Person (excluding Rent),2005,Laois/Offaly,State=100,93.7127708313498,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Sligo/Leitrim,State=100,96.3787517169796,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Limerick,State=100,100.810059537376,Southern
Index of Disposable Income per Person (excluding Rent),2005,Roscommon/Longford,State=100,95.1430044336333,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Louth,State=100,94.6003765776476,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Mayo,State=100,84.9379693429017,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Meath,State=100,101.03576077232,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Cavan/Monaghan,State=100,85.2186384320467,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Laois/Offaly,State=100,88.390140990403,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Roscommon/Longford,State=100,90.0726864867511,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Sligo/Leitrim,State=100,88.9394086325188,Northern & Western
Index of Disposable Income per Person (excluding Rent),2005,Tipperary,State=100,101.04704690022,Southern
Index of Disposable Income per Person (excluding Rent),2005,Waterford,State=100,108.097790059391,Southern
Index of Disposable Income per Person (excluding Rent),2005,Westmeath,State=100,97.3398299773572,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2005,Wexford,State=100,109.062348403795,Southern
Index of Disposable Income per Person (excluding Rent),2005,Wicklow,State=100,99.0687731250069,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2006,Kilkenny/Carlow,State=100,112.386224396459,Southern
Index of Disposable Income per Person (excluding Rent),2006,Cavan/Monaghan,State=100,102.464817784646,Northern & Western
Index of Disposable Income per Person (excluding Rent),2006,Clare,State=100,96.5419200886507,Southern
Index of Disposable Income per Person (excluding Rent),2006,Cork,State=100,110.131300869733,Southern
Index of Disposable Income per Person (excluding Rent),2006,Donegal,State=100,86.5373362278144,Northern & Western
Index of Disposable Income per Person (excluding Rent),2006,Dublin,State=100,103.036014624944,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2006,Galway,State=100,96.3635988622237,Northern & Western
Index of Disposable Income per Person (excluding Rent),2006,Kerry,State=100,98.217294036024,Southern
Index of Disposable Income per Person (excluding Rent),2006,Kildare,State=100,95.0649635990045,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2006,Kilkenny/Carlow,State=100,102.551922139348,Southern
Index of Disposable Income per Person (excluding Rent),2006,Laois/Offaly,State=100,92.380709337793,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2006,Sligo/Leitrim,State=100,104.252810112514,Northern & Western
Index of Disposable Income per Person (excluding Rent),2006,Limerick,State=100,100.509731535549,Southern
Index of Disposable Income per Person (excluding Rent),2006,Roscommon/Longford,State=100,92.087398436548,Northern & Western
Index of Disposable Income per Person (excluding Rent),2006,Louth,State=100,91.5722364273615,Eastern & Midland
Index of Disposable Income per Person (excluding Rent),2006,Mayo,State=100,82.5668850800118,Northern & Western
